연도,회차,일차,경주번호,경기종류,번호,등급,기수,선수명,성별,나이,체중,최근6회차_평균착순점,최근6회차_평균득점,최근6회차_승률,최근6회차_연대율2,최근6회차_연대율3,최근6회차_평균ST,최근8경주_착순,연간성적_평균착순점,연간성적_연대율,FL,평균사고점,금일출주경주,전일성적,출주횟수,코스_1코스,코스_2코스,코스_3코스,코스_4코스,코스_5코스,코스_6코스,모터번호,모터_평균착순점,모터_연대율2,모터_연대율3,전탑승선수1,전탑승선수2,보트번호,보트_평균착순점,보트_연대율,특이사항
2015,23,1,12,플라잉,4,B1,1,윤영근,남,46,59,3.75,3.41,0,12.5,37.5,0.27,5352 2566,4.67,23.8,F0L0,0.31,,,21,25.0/4,25.0/4,25.0/4,0.0/2,33.3/3,25.0/4,022,5.26,31.9,53.1,박영수/235,길현태/15,088,5.13,35.9,
2015,23,1,12,플라잉,5,B1,11,김영민,남,32,56,4.82,4.68,11.8,35.3,47.1,0.23,5354 1162,4.47,28.1,F0L0,0.17,03,,32,33.3/3,20.0/5,50.0/6,42.9/7,20.0/5,0.0/6,019,5.76,37.8,52.3,김도휘/3234,정종훈/23,094,4.63,23.3,
2015,23,1,12,플라잉,6,B1,1,김대선,남,45,54,4.81,4.5,12.5,37.5,37.5,0.22,4422 2114,4.33,27.3,F0L0,0.24,05,,33,40.0/5,16.7/6,33.3/6,16.7/6,40.0/5,20.0/5,071,5.35,38.3,53,김신오/112,박성민/14,079,4.16,17,
2015,23,1,13,플라잉,1,B1,3,이주영,여,33,56,5.94,5.53,5.6,38.9,72.2,0.26,3024 3243,6.07,40.7,F0L0,0.35,06,,27,50.0/4,80.0/5,50.0/4,40.0/5,0.0/4,20.0/5,099,4.58,30.1,41.6,김태규/255,한성근/226,098,5.07,31.3,
2015,23,1,13,플라잉,2,A1,8,김민길,남,36,58,6.8,6.53,33.3,60,60,0.28,5624 4612,6.91,60,F0L0,0.24,05,,36,85.7/7,100.0/6,40.0/5,42.9/7,60.0/5,16.7/6,015,6.67,51.7,69,정인교/213,배혜민/262,099,5.63,35.8,
2015,23,1,13,플라잉,3,B2,13,이진우,남,27,53,2.43,2.07,0,0,7.1,0.26,6365 6544,3.29,12.5,F0L0,0.23,07,,24,33.3/3,0.0/5,25.0/4,0.0/4,25.0/4,0.0/4,034,6.59,48.3,67.2,김희용/262,권일혁/214,083,5.23,30.6,
2015,23,1,13,플라잉,4,A1,2,박석문,남,52,59,6.89,6.56,44.4,55.6,72.2,0.2,1131 1112,6.72,50,F0L0,0.42,,,32,66.7/6,75.0/4,42.9/7,20.0/5,60.0/5,40.0/5,044,5.56,38.6,50.9,류해광/552,조현귀/656,102,5.24,34,
2015,23,1,13,플라잉,5,B1,11,기광서,남,31,58,3.78,3.53,0,11.1,27.8,0.23,3464 3646,3.51,14.3,F0L0,0.17,01,,35,16.7/6,33.3/6,0.0/5,16.7/6,16.7/6,0.0/6,080,5.75,37.3,56.4,윤영근/535,김대선/442,092,5.66,41.5,
2015,23,1,13,플라잉,6,A2,4,민영건,남,39,60,3.65,3.29,5.9,11.8,29.4,0.26,3536 5556,4.23,20,F0L0,0.24,04,,35,16.7/6,16.7/6,20.0/5,16.7/6,16.7/6,33.3/6,108,5.61,40,54.5,권현기/252,이진우/63,076,5.05,31.6,
2015,23,1,14,플라잉,1,A1,8,한종석,남,32,59,6.47,6.09,29.4,52.9,64.7,0.24,3511 1532,7.27,63.4,F0L0,0.2,02,,41,85.7/7,71.4/7,33.3/9,85.7/7,50.0/6,60.0/5,098,5.69,41.6,56.6,한  진/13,신동열/224,036,3.96,17.6,
2015,23,1,14,플라잉,2,A1,6,문주엽,남,34,58,5.78,5.53,5.6,27.8,66.7,0.31,5542 2323,5.82,30.3,F0L0,0.18,04,,33,50.0/6,40.0/5,33.3/6,0.0/5,33.3/6,20.0/5,063,4.54,26.4,42.5,반혜진/526,한성근/,054,4.82,29.1,
2015,23,1,14,플라잉,3,A2,3,문안나,여,31,52,5.22,4.97,22.2,27.8,44.4,0.33,1565 1435,4.64,27.3,F0L0,0.24,06,,33,33.3/6,60.0/5,40.0/5,0.0/5,16.7/6,16.7/6,076,6.1,42.6,61.7,김국흠/14,윤동오/441,037,5,27.9,
2015,23,1,14,플라잉,4,B1,12,이상문,남,31,56,4,2.97,6.7,13.3,33.3,0.28,0535 5434,4,13.3,F1L0,1.03,03,,16,0.0/2,33.3/3,0.0/3,0.0/2,33.3/3,0.0/3,104,4.74,30.3,45.9,오세준/234,박영수/63,055,5.61,32.5,
2015,23,1,14,플라잉,5,A2,3,이지수,여,35,59,3.76,3.71,11.8,23.5,35.3,0.28,6665 5315,4.12,26.9,F0L0,0.12,,,26,25.0/4,50.0/4,50.0/4,0.0/4,0.0/4,33.3/6,036,4.68,30.6,40.5,이동준/223,김선웅/666,046,6,47.9,
2015,23,1,14,플라잉,6,B2,5,주은석,남,33,56,4.62,4.15,15.4,30.8,46.2,0.29,1352 3140,5.28,38.9,F0L0,0.36,,,18,33.3/3,33.3/3,0.0/2,50.0/4,66.7/3,33.3/3,075,4.73,29.1,43.6,배혜민/556,이흥우/55,082,4.17,18.8,
2015,23,1,15,플라잉,1,B1,6,양원준,남,38,53,6.13,5.57,13.3,46.7,60,0.26,1442 5324,6.07,48.3,F0L0,0.5,,,29,100.0/5,0.0/5,40.0/5,33.3/6,75.0/4,50.0/4,014,5.61,36.4,53.6,심상철/53,유석현/21,106,5.53,33,
2015,23,1,15,플라잉,2,A1,1,길현태,남,39,58,6.25,5.38,25,43.8,68.8,0.21,1501 3531,6.25,43.8,F1L0,0.88,07,,16,66.7/3,100.0/2,0.0/3,75.0/4,0.0/3,0.0/1,100,5.83,46.5,60.5,구현구/111,한종석/1115,018,5.67,42.7,
2015,23,1,15,플라잉,3,B2,12,정장훈,남,30,60,1.94,1.85,0,0,0,0.33,5666 5464,1.56,0,F0L0,0.11,08,,32,0.0/6,0.0/5,0.0/5,0.0/5,0.0/5,0.0/6,095,4.5,26.4,41.5,김신오/633,최진혁/5463,058,5.35,41.4,
2015,23,1,15,플라잉,4,A1,1,장영태,남,40,58,7.16,6.76,26.3,57.9,73.7,0.24,2431 1451,7.58,68.4,F0L0,0.21,04,,38,77.8/9,62.5/8,83.3/6,100.0/6,40.0/5,25.0/4,046,5.53,38.1,55.1,진석현/245,강영길/566,042,5.39,36.5,
2015,23,1,15,플라잉,5,B1,13,오재빈,남,27,59,3.2,2.9,0,6.7,26.7,0.37,2556 5435,3.43,14.3,F0L0,0.2,05,,29,50.0/4,0.0/5,20.0/5,0.0/5,0.0/4,16.7/6,066,4.78,32.4,45,이재학/14,정민수/261,038,5.72,40,
2015,23,1,15,플라잉,6,B1,10,이경섭,남,32,60,4.44,4.28,5.6,22.2,44.4,0.26,5633 2455,4.34,20.7,F0L0,0.21,06,,29,50.0/4,20.0/5,25.0/4,20.0/5,0.0/6,20.0/5,103,5.3,34.5,50.4,윤영일/646,김정구/452,015,6.28,48.6,
2015,23,2,1,플라잉,1,A1,2,사재준,남,41,61,4.47,4,5.9,23.5,47.1,0.28,6064 4215,5.1,31,F0L0,0.31,09,일05-6,29,40.0/5,40.0/5,60.0/5,25.0/4,0.0/5,20.0/5,037,5.1,29.9,51.3,박정아/3241,손동민/652,074,4.9,26.8,
2015,23,2,1,플라잉,2,B1,10,박준호,남,29,66,3.78,3.25,5.6,16.7,33.3,0.28,5345 5612,3.69,17.2,F0L0,0.36,,"일01-5, 일10-3",29,25.0/4,40.0/5,0.0/5,20.0/5,20.0/5,0.0/5,096,5.43,33.3,53.8,이태희/215,권명호/325,017,5.24,34.8,
2015,23,2,1,플라잉,3,A2,4,이경원,남,44,58,4.06,3.31,12.5,18.8,37.5,0.23,3450 3612,4.05,21.1,F1L0,0.63,,일01-4,19,50.0/2,25.0/4,0.0/3,33.3/3,25.0/4,0.0/3,003,6.86,48.7,69.6,임태경/135,정주현/163,105,5.57,36.7,
2015,23,2,1,플라잉,4,B1,1,정인교,남,49,47,6.24,6.09,17.6,41.2,76.5,0.25,2133 3321,5.09,28.1,F0L0,0.25,,일09-1,32,33.3/6,50.0/4,33.3/6,0.0/5,28.6/7,25.0/4,057,6.78,48.3,72,장영태/24,경상수/43,006,5.82,37.1,
2015,23,2,1,플라잉,5,A1,2,박석문,남,52,59,6.89,6.56,44.4,55.6,72.2,0.2,1131 1112,6.72,50,F0L0,0.42,10,일13-4,32,66.7/6,75.0/4,42.9/7,20.0/5,60.0/5,40.0/5,044,5.56,38.6,50.9,류해광/552,조현귀/656,102,5.24,34,
2015,23,2,1,플라잉,6,B2,11,지용민,남,29,62,3.59,3.26,11.8,17.6,23.5,0.2,6436 6665,3.13,10,F0L0,0.22,11,일02-2,30,20.0/5,0.0/4,20.0/5,16.7/6,0.0/5,0.0/5,097,5.25,35.3,51.3,한  운/431,이동준/356,023,5.91,40.5,
2015,23,2,2,플라잉,1,A1,1,정민수,남,40,61,6,5.72,18.8,37.5,62.5,0.21,1234 5261,7.15,55,F0L0,0.21,12,"일03-2, 일10-5",40,62.5/8,50.0/6,62.5/8,57.1/7,50.0/6,40.0/5,028,4.65,22.7,41.8,김정구/133,박민수/36,062,4.87,29.6,
2015,23,2,2,플라잉,2,B1,11,기광서,남,31,58,3.78,3.53,0,11.1,27.8,0.23,3464 3646,3.51,14.3,F0L0,0.17,,"일01-6, 일13-3",35,16.7/6,33.3/6,0.0/5,16.7/6,16.7/6,0.0/6,080,5.75,37.3,56.4,윤영근/535,김대선/442,092,5.66,41.5,
2015,23,2,2,플라잉,3,B2,11,박애리,여,30,55,2.76,2.18,0,5.9,23.5,0.34,6666 3234,2.5,3.6,F0L0,0.5,10,일02-6,29,0.0/6,0.0/5,0.0/5,0.0/6,33.3/3,0.0/4,082,5.88,40,57.4,황만주/254,김정민/242,001,5.03,30.4,
2015,23,2,2,플라잉,4,B1,1,강창효,남,42,60,3.29,2.89,0,28.6,28.6,0.33,6605 6624,3.79,29.2,F0L0,0.29,,"일02-1, 일11-2",24,25.0/4,66.7/3,25.0/4,25.0/4,25.0/4,20.0/5,070,6.5,50.4,66.4,김종민/352,주은석/13,065,5.99,40.5,
2015,23,2,2,플라잉,5,B1,2,김선필,남,38,57,5.82,5.21,23.5,41.2,64.7,0.28,3624 3266,5.39,39.3,F0L0,0.43,13,일04-5,28,60.0/5,33.3/3,40.0/5,60.0/5,20.0/5,20.0/5,010,6.67,46.2,67.5,이경원/345,김창규/324,097,4.24,24.3,
2015,23,2,2,플라잉,6,A2,8,이동준,남,30,57,4.5,4.25,0,16.7,44.4,0.24,3563 5222,5.49,37.1,F0L0,0.27,11,일08-3,35,50.0/6,50.0/6,33.3/6,33.3/6,20.0/5,33.3/6,042,5.49,35,55,고일수/611,이종인/133,086,5.32,34.8,
2015,23,2,3,플라잉,1,B1,1,김대선,남,45,54,4.81,4.5,12.5,37.5,37.5,0.22,4422 2114,4.33,27.3,F0L0,0.24,13,"일05-1, 일12-4",33,40.0/5,16.7/6,33.3/6,16.7/6,40.0/5,20.0/5,071,5.35,38.3,53,김신오/112,박성민/14,079,4.16,17,
2015,23,2,3,플라잉,2,B1,1,윤영근,남,46,59,3.75,3.41,0,12.5,37.5,0.27,5352 2566,4.67,23.8,F0L0,0.31,12,일12-6,21,25.0/4,25.0/4,25.0/4,0.0/2,33.3/3,25.0/4,022,5.26,31.9,53.1,박영수/235,길현태/15,088,5.13,35.9,
2015,23,2,3,플라잉,3,B1,12,유석현,남,29,56,7.75,7.41,43.8,68.8,87.5,0.24,1512 1231,6.41,50,F0L0,0.3,,"일01-1, 일07-5",32,80.0/5,60.0/5,100.0/5,20.0/5,20.0/5,28.6/7,007,6.63,47.4,68.1,김세원/342,박석문/113,004,5.27,30.7,
2015,23,2,3,플라잉,4,A2,3,이지수,여,35,59,3.76,3.71,11.8,23.5,35.3,0.28,6665 5315,4.12,26.9,F0L0,0.12,10,일14-4,26,25.0/4,50.0/4,50.0/4,0.0/4,0.0/4,33.3/6,036,4.68,30.6,40.5,이동준/223,김선웅/666,046,6,47.9,
2015,23,2,3,플라잉,5,B1,6,양원준,남,38,53,6.13,5.57,13.3,46.7,60,0.26,1442 5324,6.07,48.3,F0L0,0.5,11,일15-2,29,100.0/5,0.0/5,40.0/5,33.3/6,75.0/4,50.0/4,014,5.61,36.4,53.6,심상철/53,유석현/21,106,5.53,33,
2015,23,2,3,플라잉,6,B2,4,이흥우,남,40,61,3.53,3.4,6.7,6.7,20,0.32,5564 4355,3.96,12.5,F0L0,0.15,09,일11-6,24,33.3/3,0.0/5,33.3/3,0.0/3,20.0/5,0.0/5,062,5.99,39.7,59.5,김선필/362,지용민/643,020,5.18,31.2,
2015,23,2,4,플라잉,1,B1,2,김재윤,남,36,59,4.13,3.69,18.8,18.8,37.5,0.32,6061 6344,4.42,21.2,F0L0,0.27,14,일06-1,33,0.0/3,33.3/6,50.0/6,16.7/6,20.0/5,0.0/7,051,5.87,44,61.5,서화모/02,이현재/463,084,5.24,37.9,
2015,23,2,4,플라잉,2,A1,7,배혜민,남,34,56,4.5,4.31,5.6,38.9,44.4,0.3,2262 6255,5.18,39.4,F0L0,0.23,12,일09-5,33,50.0/6,40.0/5,66.7/6,40.0/5,16.7/6,20.0/5,061,5.28,35.2,50,김지훈/464,이지수/66,035,5.71,40.9,
2015,23,2,4,플라잉,3,A1,2,김정민,남,39,59,6.11,5.97,16.7,50,61.1,0.28,2422 2314,5.97,50,F0L0,0.2,,"일02-3, 일09-3",30,80.0/5,40.0/5,75.0/4,66.7/6,25.0/4,16.7/6,105,4.38,18.3,40.4,진석현/562,권현기/56,070,6.08,41.4,
2015,23,2,4,플라잉,4,B1,10,이경섭,남,32,60,4.44,4.28,5.6,22.2,44.4,0.26,5633 2455,4.34,20.7,F0L0,0.21,,"일06-2, 일15-3",29,50.0/4,20.0/5,25.0/4,20.0/5,0.0/6,20.0/5,103,5.3,34.5,50.4,윤영일/646,김정구/452,015,6.28,48.6,
2015,23,2,4,플라잉,5,A1,6,문주엽,남,34,58,5.78,5.53,5.6,27.8,66.7,0.31,5542 2323,5.82,30.3,F0L0,0.18,,"일04-4, 일14-3",33,50.0/6,40.0/5,33.3/6,0.0/5,33.3/6,20.0/5,063,4.54,26.4,42.5,반혜진/526,한성근/,054,4.82,29.1,
2015,23,2,4,플라잉,6,A1,1,나병창,남,40,57,7.05,6.63,36.8,63.2,68.4,0.27,1121 2524,6.7,60,F1L0,0.9,15,일11-1,20,100.0/4,66.7/3,25.0/4,33.3/3,75.0/4,50.0/2,031,4.48,26.6,35.8,신동열/556,김인혜/01,031,6.42,43.5,
2015,23,2,5,플라잉,1,A1,4,어선규,남,37,56,8.33,8,27.8,83.3,94.4,0.22,2122 4121,8.05,72.5,F0L0,0.19,15,일12-3,40,87.5/8,100.0/8,66.7/9,57.1/7,60.0/5,33.3/3,101,5.78,42.9,55.5,이승일/65,문주엽/554,048,6.17,45.2,
2015,23,2,5,플라잉,2,B1,1,이택근,남,42,59,5.44,5.09,18.8,31.3,43.8,0.24,3146 4214,4.53,21.9,F0L0,0.33,13,일08-5,32,20.0/5,40.0/5,0.0/5,20.0/5,33.3/6,16.7/6,035,4.13,19.8,31.1,이흥우/443,김지현/4315,016,5.58,36.3,
2015,23,2,5,플라잉,3,B2,9,김지훈,남,29,60,4.47,4.2,0,26.7,40,0.28,4645 2423,5.06,35.5,F0L0,0.26,,일10-4,31,80.0/5,50.0/6,0.0/4,50.0/6,25.0/4,0.0/6,074,5.63,39.6,58.5,배혜민/226,한  진/16,008,4.32,20.6,
2015,23,2,5,플라잉,4,B1,13,오재빈,남,27,59,3.2,2.9,0,6.7,26.7,0.37,2556 5435,3.43,14.3,F0L0,0.2,,"일05-5, 일15-1",29,50.0/4,0.0/5,20.0/5,0.0/5,0.0/4,16.7/6,066,4.78,32.4,45,이재학/14,정민수/261,038,5.72,40,
2015,23,2,5,플라잉,5,A1,8,한종석,남,32,59,6.47,6.09,29.4,52.9,64.7,0.24,3511 1532,7.27,63.4,F0L0,0.2,12,"일02-4, 일14-1",41,85.7/7,71.4/7,33.3/9,85.7/7,50.0/6,60.0/5,098,5.69,41.6,56.6,한  진/13,신동열/224,036,3.96,17.6,
2015,23,2,5,플라잉,6,A2,8,정주현,남,31,50,6.29,6.06,23.5,52.9,70.6,0.24,1632 2352,5.48,43.5,F0L0,0.26,14,일09-6,23,75.0/4,75.0/4,20.0/5,33.3/3,50.0/4,0.0/3,091,4.39,22,37.6,장수영/153,정민수/263,060,4.74,23.7,
2015,23,2,6,플라잉,1,B2,5,주은석,남,33,56,4.62,4.15,15.4,30.8,46.2,0.29,1352 3140,5.28,38.9,F0L0,0.36,,일14-5,18,33.3/3,33.3/3,0.0/2,50.0/4,66.7/3,33.3/3,075,4.73,29.1,43.6,배혜민/556,이흥우/55,082,4.17,18.8,
2015,23,2,6,플라잉,2,B1,12,한성근,남,28,55,4.39,4.06,16.7,27.8,33.3,0.23,6452 2611,5.17,37.9,F0L0,0.34,12,일09-4,30,75.0/4,60.0/5,40.0/5,20.0/5,20.0/5,16.7/6,109,5.73,43.1,56.9,김승택/113,민영건/353,072,5.7,32.4,
2015,23,2,6,플라잉,3,A2,6,권일혁,남,34,60,5.81,5.66,12.5,37.5,62.5,0.31,2146 2353,4.82,24.2,F0L0,0.09,,"일03-5, 일11-3",33,33.3/6,40.0/5,40.0/5,33.3/6,0.0/5,0.0/6,050,5.86,37.8,55,안지민/134,박상현/51,051,5.64,34.8,
2015,23,2,6,플라잉,4,A2,7,장수영,남,35,56,5.13,4.91,18.8,25,56.3,0.23,6115 3634,5.29,20.6,F0L0,0.25,15,일08-4,34,33.3/6,33.3/6,33.3/6,20.0/5,0.0/5,0.0/6,032,4.65,27,41.4,경상수/66,손근성/351,003,5.15,34.5,
2015,23,2,6,플라잉,5,B2,11,김지현,여,28,48,6.59,6.38,23.5,52.9,70.6,0.29,3124 3153,4.88,30.3,F0L0,0.24,,일07-6,33,40.0/5,40.0/5,16.7/6,28.6/7,40.0/5,20.0/5,020,5.51,36.7,52.3,김정구/46,김현덕/51,002,5.12,33.3,
2015,23,2,6,플라잉,6,B1,7,류해광,남,31,61,6.28,6.19,22.2,55.6,61.1,0.29,5524 4422,5.63,43.8,F0L0,0.08,,일08-2,33,60.0/5,16.7/6,50.0/6,40.0/5,66.7/6,20.0/5,026,4.04,19.3,30.3,신현경/544,서화모/354,067,4.6,25.7,
2015,23,2,7,플라잉,1,A2,11,서  휘,남,29,58,4.59,4.47,11.8,23.5,35.3,0.27,2355 5144,5,25,F0L0,0.25,,"일04-2, 일12-5",32,80.0/5,0.0/5,40.0/5,16.7/6,0.0/5,16.7/6,079,6.15,45.3,59,김효년/31,이택근/314,052,5.08,31.4,
2015,23,2,7,플라잉,2,A2,3,문안나,여,31,52,5.22,4.97,22.2,27.8,44.4,0.33,1565 1435,4.64,27.3,F0L0,0.24,,"일06-4, 일14-2",33,33.3/6,60.0/5,40.0/5,0.0/5,16.7/6,16.7/6,076,6.1,42.6,61.7,김국흠/14,윤동오/441,037,5,27.9,
2015,23,2,7,플라잉,3,B2,8,송효석,남,35,56,3.57,3.39,7.1,7.1,28.6,0.26,5556 5513,4.09,13,F0L0,0.26,,일05-4,23,25.0/4,0.0/3,50.0/2,0.0/5,0.0/5,25.0/4,059,6.25,44.6,65.3,최재원/441,구본협/326,034,4.78,28.7,
2015,23,2,7,플라잉,4,B1,2,김기한,남,42,52,4.75,4.44,6.3,18.8,43.8,0.34,5253 5345,5.16,26.3,F0L0,0.32,,일11-4,19,75.0/4,33.3/3,0.0/3,0.0/3,33.3/3,0.0/3,065,6.31,49.1,62.9,이재학/112,김지현/312,109,4.74,27.1,
2015,23,2,7,플라잉,5,B2,12,박준현,남,31,56,3.5,3.25,6.3,12.5,25,0.3,6653 4243,3.17,8.7,F0L0,0.22,15,일03-3,23,66.7/3,0.0/4,0.0/4,0.0/4,0.0/4,0.0/4,094,4.46,29,44,윤영근/225,박정아/312,005,4.98,28.3,
2015,23,2,7,플라잉,6,A2,2,김정구,남,43,53,6,5.87,13.3,33.3,66.7,0.28,4645 2133,6.73,48.5,F0L0,0.09,,일07-2,33,100.0/5,20.0/5,42.9/7,80.0/5,42.9/7,0.0/4,041,4.72,25.5,46.4,서  휘/144,조현귀/635,011,4.61,26.5,
2015,23,2,8,플라잉,1,B1,7,윤동오,남,32,59,3.47,3.21,11.8,11.8,17.6,0.23,4411 5555,4.06,16.1,F0L0,0.23,15,일09-2,32,0.0/4,33.3/6,0.0/5,0.0/5,16.7/6,33.3/6,047,6.15,47.2,62.4,유석현/151,강창효/66,100,5.32,34.3,
2015,23,2,8,플라잉,2,A2,4,민영건,남,39,60,3.65,3.29,5.9,11.8,29.4,0.26,3536 5556,4.23,20,F0L0,0.24,,"일04-1, 일13-2",35,16.7/6,16.7/6,20.0/5,16.7/6,16.7/6,33.3/6,108,5.61,40,54.5,권현기/252,이진우/63,076,5.05,31.6,
2015,23,2,8,플라잉,3,B1,11,김영민,남,32,56,4.82,4.68,11.8,35.3,47.1,0.23,5354 1162,4.47,28.1,F0L0,0.17,,"일03-1, 일12-1",32,33.3/3,20.0/5,50.0/6,42.9/7,20.0/5,0.0/6,019,5.76,37.8,52.3,김도휘/3234,정종훈/23,094,4.63,23.3,
2015,23,2,8,플라잉,4,B1,11,전정환,남,28,56,4.24,3.85,5.9,29.4,41.2,0.3,5361 6632,4.42,25.8,F0L0,0.29,14,일07-3,31,80.0/5,40.0/5,25.0/4,0.0/5,0.0/6,16.7/6,025,5.69,40.5,55.9,정용진/0,이경섭/563,030,5.86,43.7,
2015,23,2,8,플라잉,5,A2,13,박성민,남,30,58,5.53,5.12,23.5,41.2,52.9,0.21,1412 2023,4.97,27.3,F0L0,0.29,,"일02-5, 일12-2",33,20.0/5,60.0/5,16.7/6,33.3/6,16.7/6,20.0/5,039,5.42,30.9,53.6,김태규/21,이지수/655,090,5.11,29.6,
2015,23,2,8,플라잉,6,A1,2,진석현,남,40,64,5.18,4.97,17.6,35.3,41.2,0.28,2455 6241,4.45,27.3,F0L0,0.18,,일06-3,33,0.0/6,50.0/4,20.0/5,16.7/6,50.0/6,33.3/6,021,5.97,38,54.6,정민수/12,정훈민/52,110,5.21,29.1,
2015,23,2,9,플라잉,1,B1,9,홍기철,남,33,62,5.87,5.6,13.3,33.3,66.7,0.22,4352 3126,6.79,52.9,F0L0,0.18,,"일01-2, 일11-5",34,80.0/5,60.0/5,66.7/6,66.7/6,28.6/7,20.0/5,068,5.62,32.7,52.7,이장호/643,김선웅/252,013,5.19,31.2,
2015,23,2,9,플라잉,2,B1,1,오세준,남,40,61,5.41,5.29,23.5,35.3,47.1,0.28,4442 3416,5.47,40.6,F0L0,0.17,,일10-6,32,33.3/6,60.0/5,25.0/4,57.1/7,40.0/5,20.0/5,102,5.51,35.1,55.9,문안나/1565,이주영/302,025,5.77,41.4,
2015,23,2,9,플라잉,3,B1,12,강영길,남,32,62,3.69,3.44,12.5,12.5,25,0.29,5665 5443,3.72,16,F0L0,0.28,15,일04-6,25,33.3/3,20.0/5,25.0/4,0.0/4,0.0/4,20.0/5,087,5.21,33.3,51.3,조성인/643,김국흠/421,068,5.47,36.3,
2015,23,2,9,플라잉,4,B2,4,이흥우,남,40,61,3.53,3.4,6.7,6.7,20,0.32,5564 4355,3.96,12.5,F0L0,0.15,03,일11-6,24,33.3/3,0.0/5,33.3/3,0.0/3,20.0/5,0.0/5,062,5.99,39.7,59.5,김선필/362,지용민/643,020,5.18,31.2,
2015,23,2,9,플라잉,5,A1,2,사재준,남,41,61,4.47,4,5.9,23.5,47.1,0.28,6064 4215,5.1,31,F0L0,0.31,01,일05-6,29,40.0/5,40.0/5,60.0/5,25.0/4,0.0/5,20.0/5,037,5.1,29.9,51.3,박정아/3241,손동민/652,074,4.9,26.8,
2015,23,2,9,플라잉,6,B1,3,이주영,여,33,56,5.94,5.53,5.6,38.9,72.2,0.26,3024 3243,6.07,40.7,F0L0,0.35,,"일06-6, 일13-5",27,50.0/4,80.0/5,50.0/4,40.0/5,0.0/4,20.0/5,099,4.58,30.1,41.6,김태규/255,한성근/226,098,5.07,31.3,
2015,23,2,10,플라잉,1,A2,3,이지수,여,35,59,3.76,3.71,11.8,23.5,35.3,0.28,6665 5315,4.12,26.9,F0L0,0.12,03,일14-4,26,25.0/4,50.0/4,50.0/4,0.0/4,0.0/4,33.3/6,036,4.68,30.6,40.5,이동준/223,김선웅/666,046,6,47.9,
2015,23,2,10,플라잉,2,A1,2,박석문,남,52,59,6.89,6.56,44.4,55.6,72.2,0.2,1131 1112,6.72,50,F0L0,0.42,01,일13-4,32,66.7/6,75.0/4,42.9/7,20.0/5,60.0/5,40.0/5,044,5.56,38.6,50.9,류해광/552,조현귀/656,102,5.24,34,
2015,23,2,10,플라잉,3,A2,11,정훈민,남,29,56,3.47,2.68,11.8,17.6,23.5,0.28,5244 6545,3.47,17.6,F1L0,0.79,,일01-3,17,0.0/2,0.0/3,33.3/3,33.3/3,0.0/3,33.3/3,049,5.59,36.8,50.9,김창규/42,임인섭/546,019,4.59,28.1,
2015,23,2,10,플라잉,4,A1,1,길현태,남,39,58,6.25,5.38,25,43.8,68.8,0.21,1501 3531,6.25,43.8,F1L0,0.88,,"일07-1, 일15-5",16,66.7/3,100.0/2,0.0/3,75.0/4,0.0/3,0.0/1,100,5.83,46.5,60.5,구현구/111,한종석/1115,018,5.67,42.7,
2015,23,2,10,플라잉,5,B1,1,박영수,남,45,57,5.25,4.66,12.5,25,62.5,0.25,2356 3631,5.56,34.4,F0L0,0.41,,일06-5,32,66.7/6,33.3/6,0.0/4,40.0/5,20.0/5,33.3/6,077,5.88,44.6,62.5,손근성/23,신현경/334,093,3.99,17.2,
2015,23,2,10,플라잉,6,B2,11,박애리,여,30,55,2.76,2.18,0,5.9,23.5,0.34,6666 3234,2.5,3.6,F0L0,0.5,02,일02-6,29,0.0/6,0.0/5,0.0/5,0.0/6,33.3/3,0.0/4,082,5.88,40,57.4,황만주/254,김정민/242,001,5.03,30.4,
2015,23,2,11,플라잉,1,A2,8,이동준,남,30,57,4.5,4.25,0,16.7,44.4,0.24,3563 5222,5.49,37.1,F0L0,0.27,02,일08-3,35,50.0/6,50.0/6,33.3/6,33.3/6,20.0/5,33.3/6,042,5.49,35,55,고일수/611,이종인/133,086,5.32,34.8,
2015,23,2,11,플라잉,2,B2,11,지용민,남,29,62,3.59,3.26,11.8,17.6,23.5,0.2,6436 6665,3.13,10,F0L0,0.22,01,일02-2,30,20.0/5,0.0/4,20.0/5,16.7/6,0.0/5,0.0/5,097,5.25,35.3,51.3,한  운/431,이동준/356,023,5.91,40.5,
2015,23,2,11,플라잉,3,B1,6,양원준,남,38,53,6.13,5.57,13.3,46.7,60,0.26,1442 5324,6.07,48.3,F0L0,0.5,03,일15-2,29,100.0/5,0.0/5,40.0/5,33.3/6,75.0/4,50.0/4,014,5.61,36.4,53.6,심상철/53,유석현/21,106,5.53,33,
2015,23,2,11,플라잉,4,B1,13,김민준,남,27,58,4.6,4.37,13.3,33.3,33.3,0.28,4221 4666,4.97,34.4,F0L0,0.23,,일08-1,33,40.0/5,40.0/5,33.3/6,50.0/4,33.3/6,14.3/7,030,4.44,24.1,38.9,박준현/34,김신오/624,047,6.72,49.1,
2015,23,2,11,플라잉,5,A2,2,이재학,남,42,55,6.67,6.3,33.3,53.3,66.7,0.22,1121 4341,6.25,50,F0L0,0.38,,일05-3,24,80.0/5,33.3/3,80.0/5,50.0/4,0.0/3,25.0/4,110,6.15,41.9,65.8,김현덕/435,장영태/311,021,6.23,48.3,
